PERSON_AGE,VEHICLE_ID,POSITION_IN_VEHICLE,EJECTION,SAFETY_EQUIPMENT
82.0,20040324.0,Driver,Not Ejected,Lap Belt & Harness
78.0,20037642.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
57.0,20038024.0,Driver,Not Ejected,Unknown
31.0,20037883.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
26.0,20039257.0,Driver,Not Ejected,Lap Belt & Harness
63.0,NA,NA,NA,NA
55.0,20037120.0,Driver,Not Ejected,Lap Belt
38.0,20037196.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20037803.0,Driver,Not Ejected,Unknown
23.0,20037568.0,Driver,Not Ejected,Lap Belt & Harness
51.0,20037963.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
14.0,20038276.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt
17.0,20038276.0,Driver,Not Ejected,Lap Belt
54.0,20038276.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
32.0,20037844.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
23.0,20038028.0,Driver,Not Ejected,Lap Belt & Harness
25.0,20037230.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
22.0,20038028.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
25.0,20038546.0,Driver,Not Ejected,Lap Belt & Harness
1.0,20037618.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Child Restraint Only
54.0,20038238.0,Driver,Not Ejected,Lap Belt & Harness
18.0,20038101.0,Driver,Not Ejected,Unknown
58.0,20037619.0,Driver,Not Ejected,Lap Belt & Harness
22.0,20037618.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20037260.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20037619.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
20.0,20037261.0,Driver,Not Ejected,Lap Belt & Harness
18.0,20050262.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20040077.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
35.0,20040464.0,Riding/Hanging on Outside,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
23.0,20041521.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20038143.0,Driver,Not Ejected,Unknown
15.0,NA,NA,NA,NA
23.0,20037268.0,Driver,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
69.0,20037365.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
30.0,20046817.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
30.0,20046817.0,Driver,Not Ejected,Lap Belt & Harness
74.0,20046818.0,Driver,Not Ejected,Lap Belt & Harness
51.0,20044448.0,Driver,Not Ejected,None
62.0,20037875.0,Driver,Not Ejected,Unknown
37.0,20037366.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
63.0,20042026.0,Driver,Not Ejected,Lap Belt & Harness
42.0,20042025.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
53.0,20042025.0,Driver,Not Ejected,Lap Belt & Harness
6.0,20042025.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
32.0,20037689.0,Driver,Not Ejected,Lap Belt & Harness
55.0,20037421.0,Driver,Not Ejected,Lap Belt
28.0,20037422.0,Driver,Not Ejected,Lap Belt
38.0,20037689.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
42.0,20037299.0,Driver,Partially Ejected,None
30.0,20037695.0,Driver,Ejected,Unknown
58.0,20037632.0,Driver,Not Ejected,Lap Belt & Harness
51.0,20037421.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
33.0,NA,NA,NA,NA
31.0,20037519.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20038085.0,Driver,Ejected,None
36.0,20038446.0,Driver,Not Ejected,Lap Belt
53.0,NA,NA,NA,NA
27.0,20038087.0,Driver,Ejected,None
37.0,20037969.0,Driver,Not Ejected,None
59.0,20037807.0,Driver,Not Ejected,None
46.0,20037359.0,Driver,Not Ejected,Lap Belt & Harness
19.0,20038838.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
82.0,20038112.0,Driver,Not Ejected,Unknown
65.0,NA,NA,NA,NA
30.0,20038838.0,Driver,Not Ejected,None
22.0,20038032.0,Driver,Not Ejected,Lap Belt
40.0,20038446.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
40.0,20038836.0,Driver,Not Ejected,Lap Belt
24.0,NA,NA,NA,NA
83.0,NA,NA,NA,NA
28.0,20038157.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
32.0,20038157.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20038153.0,Driver,Not Ejected,Harness
30.0,20038187.0,Driver,Partially Ejected,Helmet/Other (In-Line Skater/Bicyclist)
24.0,20038153.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Harness
16.0,20038635.0,Driver,Ejected,None
32.0,NA,NA,NA,NA
41.0,20038153.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Harness
35.0,20038158.0,Driver,Not Ejected,Lap Belt & Harness
23.0,NA,NA,NA,NA
24.0,20037647.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
27.0,20042394.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
16.0,NA,NA,NA,NA
47.0,20038241.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Unknown
50.0,20037648.0,Driver,Not Ejected,Lap Belt & Harness
22.0,20037647.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20043138.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
23.0,20043138.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
19.0,20043138.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
29.0,20046001.0,Driver,Not Ejected,Unknown
42.0,NA,Unknown,Not Ejected,Unknown
20.0,NA,NA,NA,NA
65.0,NA,NA,NA,NA
25.0,20040805.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
37.0,20038970.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Child Restraint Only
13.0,20038970.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
21.0,20038159.0,Driver,Not Ejected,Lap Belt & Harness
31.0,20038970.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
34.0,20038970.0,Driver,Not Ejected,Lap Belt & Harness
19.0,20038159.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
64.0,20084914.0,Driver,Not Ejected,Lap Belt & Harness
28.0,20084915.0,Driver,Not Ejected,None
33.0,20038130.0,Driver,Not Ejected,Lap Belt & Harness
65.0,20039261.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20038129.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20049436.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
38.0,20042621.0,Driver,Not Ejected,Lap Belt
36.0,20040650.0,Driver,Not Ejected,Lap Belt & Harness
58.0,20037328.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
36.0,20037327.0,Driver,Not Ejected,Lap Belt
26.0,20038334.0,Driver,Not Ejected,Lap Belt & Harness
45.0,20038333.0,Driver,Not Ejected,None
35.0,20038449.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
49.0,20038449.0,Driver,Not Ejected,Unknown
57.0,20039264.0,Driver,Not Ejected,Lap Belt & Harness
42.0,NA,NA,NA,NA
40.0,20038357.0,Driver,Not Ejected,Lap Belt
39.0,20037847.0,Driver,Not Ejected,None
41.0,20037971.0,Driver,Not Ejected,Lap Belt & Harness
49.0,20039265.0,Driver,Not Ejected,Lap Belt & Harness
40.0,20038793.0,Driver,Not Ejected,Lap Belt & Harness
63.0,20038257.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20038132.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
33.0,20039577.0,Driver,Ejected,None
43.0,20038132.0,Driver,Not Ejected,Lap Belt & Harness
20.0,20038255.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
69.0,NA,NA,NA,NA
28.0,NA,NA,NA,NA
26.0,20039798.0,Driver,Not Ejected,None
54.0,20038574.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
82.0,NA,NA,NA,NA
35.0,20041394.0,Driver,Ejected,None
38.0,20038707.0,Driver,Not Ejected,Lap Belt & Harness
63.0,20056044.0,Driver,Ejected,None
24.0,20038551.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
19.0,20039561.0,Riding/Hanging on Outside,Not Ejected,Other
32.0,20038551.0,Unknown,Not Ejected,Lap Belt & Harness
62.0,20038191.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20038551.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20037923.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
30.0,20038514.0,Driver,Not Ejected,Lap Belt & Harness
50.0,20038709.0,Driver,Not Ejected,Lap Belt & Harness
52.0,20041752.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt
26.0,20038262.0,Driver,Not Ejected,Unknown
52.0,20038809.0,Driver,Not Ejected,Lap Belt & Harness
47.0,20040248.0,Driver,Not Ejected,Unknown
30.0,20038771.0,Driver,Not Ejected,Lap Belt & Harness
44.0,20039098.0,Driver,Not Ejected,Unknown
18.0,NA,Unknown,Not Ejected,None
59.0,20039098.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
32.0,20044197.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
26.0,20043027.0,Driver,Not Ejected,Unknown
17.0,20039801.0,Driver,Not Ejected,Lap Belt & Harness
58.0,NA,NA,NA,NA
56.0,20037925.0,Driver,Not Ejected,None
17.0,20039801.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,None
68.0,20047494.0,Unknown,Not Ejected,Unknown
35.0,20043399.0,Driver,Not Ejected,None
16.0,20040612.0,Driver,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
23.0,20039069.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20039070.0,Driver,Not Ejected,Lap Belt & Harness
45.0,20038106.0,Driver,Ejected,None
19.0,20038468.0,Driver,Not Ejected,Lap Belt & Harness
22.0,20047495.0,Driver,Ejected,Unknown
46.0,20041920.0,Driver,Not Ejected,Unknown
43.0,20041919.0,Driver,Not Ejected,Unknown
12.0,20043221.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
74.0,20038381.0,Driver,Not Ejected,Unknown
37.0,20038624.0,Driver,Not Ejected,Lap Belt & Harness
22.0,20039435.0,Driver,Not Ejected,None
72.0,20059929.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
33.0,NA,Unknown,Not Ejected,None
17.0,20043034.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
72.0,20042484.0,Driver,Not Ejected,Lap Belt & Harness
20.0,20043034.0,Driver,Not Ejected,Unknown
28.0,20038171.0,Driver,Not Ejected,Lap Belt & Harness
58.0,20040974.0,Driver,Not Ejected,Lap Belt & Harness
34.0,NA,NA,NA,NA
50.0,NA,NA,NA,NA
29.0,20039068.0,Driver,Not Ejected,Lap Belt & Harness
22.0,NA,NA,NA,NA
32.0,20038716.0,Driver,Not Ejected,Lap Belt & Harness
77.0,20038340.0,Driver,Not Ejected,Unknown
26.0,20038781.0,Unknown,Not Ejected,Lap Belt & Harness
26.0,20039681.0,Driver,Not Ejected,Lap Belt & Harness
45.0,20039068.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
47.0,20039680.0,Driver,Not Ejected,Lap Belt & Harness
55.0,20039066.0,Driver,Not Ejected,Lap Belt & Harness
18.0,20073231.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
34.0,20038903.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20038811.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20041562.0,Driver,Ejected,Unknown
30.0,20040095.0,Driver,Not Ejected,Lap Belt & Harness
21.0,20038681.0,Driver,Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
25.0,20038677.0,Driver,Ejected,None
33.0,NA,NA,NA,NA
27.0,20037880.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
36.0,20037881.0,Driver,Not Ejected,Lap Belt
16.0,20038525.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,None
32.0,20037880.0,Driver,Not Ejected,Lap Belt
24.0,20038575.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
40.0,20039269.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20069050.0,Driver,Ejected,Helmet (Motorcycle Only)
66.0,20040980.0,Driver,Not Ejected,Lap Belt & Harness
57.0,20040981.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20037981.0,Driver,Not Ejected,Lap Belt & Harness
22.0,20037980.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
19.0,20037980.0,Driver,Not Ejected,Lap Belt & Harness
28.0,20038862.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
28.0,20038689.0,Driver,Ejected,Helmet (Motorcycle Only)
44.0,20038527.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
54.0,20038452.0,Riding/Hanging on Outside,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
23.0,20069051.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20039355.0,Driver,Not Ejected,Lap Belt & Harness
21.0,20040101.0,Driver,Not Ejected,Unknown
20.0,20038384.0,Driver,Not Ejected,Lap Belt & Harness
20.0,20040653.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
37.0,20038728.0,Driver,Not Ejected,Unknown
61.0,NA,NA,NA,NA
13.0,20039354.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,None
1.0,20039355.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Air Bag Deployed/Child Restraint
37.0,20038727.0,Driver,Ejected,Other
54.0,20037819.0,Driver,Not Ejected,None
28.0,20040255.0,Driver,Ejected,None
52.0,20040588.0,Driver,Not Ejected,Unknown
35.0,20038678.0,Driver,Not Ejected,Lap Belt
75.0,20038777.0,Driver,Not Ejected,Lap Belt & Harness
17.0,20038553.0,Driver,Not Ejected,None
20.0,20037948.0,Driver,Not Ejected,Lap Belt & Harness
32.0,20038718.0,Driver,Partially Ejected,Helmet/Other (In-Line Skater/Bicyclist)
27.0,20040655.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
28.0,20040655.0,Driver,Not Ejected,Other
16.0,20041471.0,Unknown,Ejected,Unknown
58.0,20038789.0,Driver,Not Ejected,Lap Belt & Harness
38.0,20038269.0,Driver,Not Ejected,Unknown
5.0,20045269.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
34.0,20045268.0,Driver,Not Ejected,Unknown
25.0,20043478.0,Driver,Not Ejected,None
26.0,20045269.0,Driver,Not Ejected,Unknown
30.0,20045657.0,Driver,Not Ejected,Unknown
36.0,20038509.0,Driver,Ejected,None
41.0,20040591.0,Driver,Not Ejected,Lap Belt & Harness
42.0,20040252.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
48.0,20040252.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
63.0,20040252.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
32.0,20040982.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Helmet (Motorcycle Only)
23.0,20040128.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
37.0,20040982.0,Driver,Not Ejected,Helmet (Motorcycle Only)
37.0,20040051.0,Driver,Not Ejected,None
25.0,NA,NA,NA,NA
4.0,20040128.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Child Restraint Only
14.0,20040128.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
40.0,20040128.0,Driver,Not Ejected,Unknown
34.0,20038937.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20040129.0,Driver,Not Ejected,Unknown
31.0,20042396.0,Driver,Ejected,None
42.0,20045817.0,Driver,Not Ejected,Unknown
44.0,20038206.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20038206.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
36.0,20040050.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20040257.0,Driver,Not Ejected,None
38.0,NA,NA,NA,NA
28.0,20037854.0,Driver,Not Ejected,Lap Belt
40.0,20041298.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
24.0,20038667.0,Driver,Not Ejected,None
53.0,20038667.0,Riding/Hanging on Outside,Not Ejected,None
59.0,NA,NA,NA,NA
53.0,20050379.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20038457.0,Driver,Ejected,None
26.0,20038972.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20056476.0,Driver,Partially Ejected,Helmet (Motorcycle Only)
52.0,20042075.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20040549.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
40.0,20040259.0,Unknown,Ejected,None
52.0,20067386.0,Driver,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
50.0,NA,NA,NA,NA
33.0,20038691.0,Driver,Not Ejected,Lap Belt & Harness
80.0,NA,NA,NA,NA
34.0,20040807.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
39.0,20039897.0,Driver,Not Ejected,Lap Belt & Harness
25.0,20041756.0,Driver,Not Ejected,Unknown
36.0,20041755.0,Driver,Not Ejected,Unknown
23.0,20039785.0,Driver,Not Ejected,Lap Belt & Harness
37.0,20039404.0,Driver,Not Ejected,None
34.0,NA,NA,NA,NA
43.0,20039786.0,Driver,Not Ejected,Lap Belt & Harness
33.0,20041434.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Helmet (Motorcycle Only)
67.0,NA,NA,NA,NA
41.0,20041434.0,Driver,Not Ejected,Helmet (Motorcycle Only)
71.0,20038429.0,Driver,Not Ejected,Lap Belt & Harness
26.0,NA,Unknown,Not Ejected,Unknown
57.0,20038816.0,Driver,Not Ejected,Lap Belt & Harness
55.0,20038815.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
41.0,20039328.0,Driver,Not Ejected,Lap Belt
35.0,20040806.0,Driver,Ejected,Helmet (Motorcycle Only)
60.0,20038570.0,Driver,Not Ejected,Lap Belt & Harness
31.0,20039745.0,Driver,Not Ejected,Lap Belt
63.0,20038569.0,Driver,Not Ejected,Lap Belt & Harness
31.0,NA,NA,NA,NA
41.0,20047821.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20047033.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
26.0,20041837.0,Driver,Not Ejected,Unknown
37.0,20041838.0,Driver,Not Ejected,Unknown
19.0,20041565.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
22.0,20041837.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
21.0,20041565.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
20.0,20041565.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20041564.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
